rating,summary,review,sentiment,review_length,clean_review,vader_sentiment
5,Best Chip,"Kettle lightly slated chips are my favorite on the market. I don't care for the ""fancy"" flavors and these are salted just right. Thick, super crunchy and full of flavor, they are the best!",positive,34,kettle lightly slated chips favorite market dont care fancy flavors salted right thick super crunchy full flavor best,positive
3,Not low salt,"These chips are tasty but not what I expected from a ""low salt"" item.  They seem as salty as any ""regular"" potato chip, and they also seem excessively greasy.  By comparison, Cape Cod Reduced Fat chips are less salty with at least as much potato flavor and far less greasy.",neutral,50,chips tasty expected low salt item seem salty regular potato chip also seem excessively greasy comparison cape cod reduced fat chips less salty least much potato flavor far less greasy,negative
5,Best Chips I've Ever Tasted,"Fantastic tasting potato chips. I love the individual bags, great for kids and adults too. No trans fat, no cholesterol, no artifical stuff.<br />Low in sodium and high in potassium, which is great for people like me with HBP.<br />Only problem is Amazon is out of stock some times and price is high.",positive,53,fantastic tasting potato chips love individual bags great kids adults trans fat cholesterol artifical stufflow sodium high potassium great people like hbponly problem amazon stock times price high,positive
4,Tasty!,"The chips come in a large box with individually wrapped bags of chips. The bags are very strong - much thicker than, say, Lay's potato chip bags. Inside are very tasty kettle cooked chips, salted just right. Because these appear to be cooked in an actual kettle fashion, some are cooked more than others, which gives it a more authentic, non-manufactured feel. Some people may not like that.<br /><br />I reccomend them!",positive,72,chips come large box individually wrapped bags chips bags strong much thicker say lays potato chip bags inside tasty kettle cooked chips salted right appear cooked actual kettle fashion cooked others gives authentic nonmanufactured feel people may like thati reccomend,positive
5,Love the smaller bags!,My 8 yo is a Kettle chip addict so I was so happy to find snack size bags for his lunch!!! Great quality and much cheaper than in the stores!!! Will definitely be buying more!,positive,35,yo kettle chip addict happy find snack size bags lunch great quality much cheaper stores definitely buying,positive
3,Things you need to know,"Yes, they are good. However, they are absolutely inundated with the flavoring stuff, which is initially satisfying then becomes ""too much"". And certainly isn't good for the waistline or general nutritional issues.<br /><br />AND the package can't be opened without a sharp implement. I couldn't pull it apart at the top as I am used to doing. I don't normally carry a knife or scissors and don't have rodent teeth. Well, I was hungry and was able to rip the bag using my car key. Even then, the bag was *wow* thick and tough.<br /><br />On the package it says these are ""Krinkle Cut"" chips. Turns out that means the corrugated kind, not what I wanted. I don't eat ripple/ridged style chips any more because they take the skin off the roof of my mouth. So this information is important.<br /><br />These are good but so are other brands with which I don't have these problems.",neutral,156,yes good however absolutely inundated flavoring stuff initially satisfying becomes much certainly isnt good waistline general nutritional issuesand package cant opened without sharp implement couldnt pull apart top used dont normally carry knife scissors dont rodent teeth well hungry able rip bag using car key even bag wow thick toughon package says krinkle cut chips turns means corrugated kind wanted dont eat rippleridged style chips take skin roof mouth information importantthese good brands dont problems,positive
5,I made a mistake.....,"This may sound rediculous, but I actually ordered the wrong brand of potato chips when I ordered these Kettle-brand jalapeno chips.  At the time I placed my order, I couldn't remember the name of the jalapeno chips that I had recently discovered and liked, and the Kettle-brand chips were packaged in a similarly-colored bag.  But, it all worked out for the best because I do really like the Kettle-brand of jalapeno chips, and will happily munch away on them during upcoming TV football games.  When I run out (probably sometime next year!), I will likey purchase Miss Vicky brand of jalapeno chips, and I plan to try the other flavors of Kettle-brand chips.  Imho, Kettle-brand chips are excellent and I recommend them to all potato chip 'affection-ados'.<br /><br />Sincerely,<br /><br />  § homiedog §",positive,134,may sound rediculous actually ordered wrong brand potato chips ordered kettlebrand jalapeno chips time placed order couldnt remember name jalapeno chips recently discovered liked kettlebrand chips packaged similarlycolored bag worked best really like kettlebrand jalapeno chips happily munch away upcoming tv football games run probably sometime next year likey purchase miss vicky brand jalapeno chips plan try flavors kettlebrand chips imho kettlebrand chips excellent recommend potato chip affectionadossincerely homiedog,positive
3,Ok but Miss Vickie's Are Better,Miss Vickies are better but unfortunately less widely available.  I'm not sure tough is the right word but there is a noticeable difference between the two brands and Miss Vickie's are better IMHO.,neutral,33,miss vickies better unfortunately less widely available im sure tough right word noticeable difference two brands miss vickies better imho,negative
3,"Do they have to ""bite back""?","I want to like Kettle because they contain no corn oil or soybean oil (which are both GMO, and also my kids are allergic to corn and soy), but darnit, these things bite back! On the plus side, the sharpness of them may keep you from mindlessly enjoying too many. On the minus side, a mouthful of cuts and scratches is not worth it. Do they have to be SO hard and crunchy? What's wrong with simply light and crispy? I vastly prefer Lay's texture, but suffer with Kettle due to the absense of GMOs and corn/soy. I wish they'd come out with something less harsh on the mouth, though.",neutral,110,want like kettle contain corn oil soybean oil gmo also kids allergic corn soy darnit things bite back plus side sharpness may keep mindlessly enjoying many minus side mouthful cuts scratches worth hard crunchy whats wrong simply light crispy vastly prefer lays texture suffer kettle due absense gmos cornsoy wish theyd come something less harsh mouth though,negative
4,These chips are awesome if not best but....,I think these chips are awesome if not the best along with Poor Brothers Salt and Vinager chips. But if you buy these Spicy Thai chips in a smaller bag it might have too much of the flavor (at the bottom of the bag) in it then the larger bag at least that was my experience last time I bought these off amazon but that was like in 2010. So I would suggest trying Spicy Thai in a bag bigger then 5 ounces.,positive,83,think chips awesome best along poor brothers salt vinager chips buy spicy thai chips smaller bag might much flavor bottom bag larger bag least experience last time bought amazon like would suggest trying spicy thai bag bigger ounces,positive
4,kettle chips,"This kettle chips taste ""Good , Crispy & Crunchy "" too ! U will enjoy it also! Moreover,it's thinly cut & sliced!",positive,22,kettle chips taste good crispy crunchy u enjoy also moreoverits thinly cut sliced,positive
5,GREAT DEAL,I knew my family already liked these chips so it was a no brainer to take advantage of a great price for good chips.  The price per bag can't be beat if you order with subscribe and save and the good thing is you can always change the delivery interval if you notice you go through them quicker or slower than you anticipated.,positive,63,knew family already liked chips brainer take advantage great price good chips price per bag cant beat order subscribe save good thing always change delivery interval notice go quicker slower anticipated,positive
5,What a great tea at this price,"This is a delicious tea!<br /><br />I'm just now becoming a tea geek and really exploring the stuff I like, and Earl Grey is amongst the top, especially with bergamot.<br /><br />The problem I find is the amount of bergamot added is usually too little, or too much.<br /><br />This one is perfect! I really like the balance in the flavor. I don't add anything to this tea, just a part of a teaspoon in a cup and in 2-3 minutes it's ready.<br /><br />Tastes like an expensive tea but priced like Lipton. Definitely recommend it for fans of Earl Grey with a kick!",positive,104,delicious teaim becoming tea geek really exploring stuff like earl grey amongst top especially bergamotthe problem find amount bergamot added usually little muchthis one perfect really like balance flavor dont add anything tea part teaspoon cup minutes readytastes like expensive tea priced like lipton definitely recommend fans earl grey kick,positive
5,delicious,"I bought this tea as an alternative to very pricey Teavana Black Teas. I have a cup every morning, very smooth refreshing tea.",positive,23,bought tea alternative pricey teavana black teas cup every morning smooth refreshing tea,positive
5,Great well balanced Earl Grey,The tea tin is guarding the aroma very well.<br />The taste is beautiful: the Malva flowers do soften the taste and the amount of bergamot is just right.<br />The first time I used too much tea and soaked it for too long (I used as reference Darjeeling FTGFOP First Flush).<br />Since then I save on the quantity of tea leaves and soak the tea for only two minutes.<br />A delight: the best Earl Grey I ever had. The price is very competitive.,positive,82,tea tin guarding aroma wellthe taste beautiful malva flowers soften taste amount bergamot rightthe first time used much tea soaked long used reference darjeeling ftgfop first flushsince save quantity tea leaves soak tea two minutesa delight best earl grey ever price competitive,positive
5,Best Earl Grey ever,"Pros:<br />- Extremely fragrant<br />- Full bodied<br />- Can be steeped twice<br />- Nice air-tight container<br />- Organic<br /><br />Cons:<br />- Price<br /><br />The Tao of Tea, Blue Flower Earl Grey Black Tea is the best Earl Grey I have ever tasted, and I would recommend it to anyone.<br /><br /><a href=""http://www.amazon.com/gp/product/B001EPPFGO"">The Tao of Tea, Blue Flower Earl Grey Black Tea, Loose Leaf, 3.5-Ounce Tins (Pack of 2)</a>",positive,68,pros extremely fragrant full bodied steeped twice nice airtight container organiccons pricethe tao tea blue flower earl grey black tea best earl grey ever tasted would recommend anyone,positive
5,favorite Earl Grey tea,"After a lifetime of tea drinking, I can honestly say that this is the best Earl Grey I have ever tasted.  I have ordered it a number of times, and each batch is consistently excellent. I have even given it as a gift, as its container is superb for keeping loose tea fresh.  The metal canister has an inner lid that is lifted with its own attached knob, so the tea stays dry and fresh for the length of time it takes to use it up.  Do yourself a favor, if you like Earl Grey, and treat yourself to this tea.",positive,101,lifetime tea drinking honestly say best earl grey ever tasted ordered number times batch consistently excellent even given gift container superb keeping loose tea fresh metal canister inner lid lifted attached knob tea stays dry fresh length time takes use favor like earl grey treat tea,positive
5,Delicious,"These biscuits are delicious, not too sweet, with just enough crunch.  We love them.  Quick delivery. We would order them again.  Very satisfied.",positive,23,biscuits delicious sweet enough crunch love quick delivery would order satisfied,positive
5,The best,"Excellent, lo-fat, lo- calorie treat for dogs. I have a German Shorthair Pointer-and these treats are her favorite( the organic peanut butter cookies are for smaller dogs, but she loves them-and for weight-control I like them!)",positive,36,excellent lofat lo calorie treat dogs german shorthair pointerand treats favorite organic peanut butter cookies smaller dogs loves themand weightcontrol like,positive
5,A HUGE Success,"My male Maltese dog had been enjoying the Old Roy's Puppy Biscuits from Walmart.  Then I couldn't find them.  I was desperate to find a treat that would measure up.  I ordered six bags of the peanut butter and crossed my fingers.<br /><br />They arrived, and my little guy loves them.  He gets one heart-shaped biscuit at bedtime.  He sleeps in a crate.  When he hears me touch the bag of treats, he beats a path to his crate in high excitement.  They are a BIG hit with my him.  They are well worth the price.  They are high quality and I can even smell peanuts in them.",positive,108,male maltese dog enjoying old roys puppy biscuits walmart couldnt find desperate find treat would measure ordered six bags peanut butter crossed fingersthey arrived little guy loves gets one heartshaped biscuit bedtime sleeps crate hears touch bag treats beats path crate high excitement big hit well worth price high quality even smell peanuts,positive
5,For your Health,This product does a great job of clearing out the kidneys.  It has helped make my husband feel lots better even though he is in early renal failure.,positive,28,product great job clearing kidneys helped make husband feel lots better even though early renal failure,positive
5,Shrimp stir fry,"Love this with a bag of shrimp 3/4 pound, some stir fry veges and a little onion chopped. Not too hot but very tasty.",positive,24,love bag shrimp pound stir fry veges little onion chopped hot tasty,positive
4,Do not taste from bottle! Mix with vanilla for true flavor.,"So I got this and tasted it strait out of the bottle, it tasted like smoky flavored milk - YUCK! I was depressed I was stuck with 4 bottles of this.  It sat on my shelf and I forgot about it. Last weekend I tasted a Zevia cream soda and was not pleased with the flavor, it tasted weird and smokey like the LorAnn oil I had gotten.  I tried to doctor up the soda with a little SF Vanilla Torani syrup and a tablespoon of heavy cream - IT TASTED AMAZING!!!  The odd smokiness was gone and it had a wonderful rich mouthfeel.<br /><br />So I wanted to see if this would help the LorAnn oil too.  I put a cup of whipping cream in a bowl and added a teaspoon of vanilla and tasted it, it tasted fine.  Then I added ONE DROP of the oil, it is very strong, and stirred it in - IT TASTED SO MUCH BETTER!  I whipped it up and put it on fruit and it was such a treat.<br /><br />Now I will always whip a drop of it with vanilla into desserts and whip cream.  It was such a happy accident to find out how to use it.  When added to vanilla it really adds a new depth of flavor and tastes so different than just out of the bottle or on its own in cream.<br /><br />It is VERY potent so only use a drop and increase after tasting, if you add too much it will ruin the recipe so use a light touch.",positive,264,got tasted strait bottle tasted like smoky flavored milk yuck depressed stuck bottles sat shelf forgot last weekend tasted zevia cream soda pleased flavor tasted weird smokey like lorann oil gotten tried doctor soda little sf vanilla torani syrup tablespoon heavy cream tasted amazing odd smokiness gone wonderful rich mouthfeelso wanted see would help lorann oil put cup whipping cream bowl added teaspoon vanilla tasted tasted fine added one drop oil strong stirred tasted much better whipped put fruit treatnow always whip drop vanilla desserts whip cream happy accident find use added vanilla really adds new depth flavor tastes different bottle creamit potent use drop increase tasting add much ruin recipe use light touch,positive
5,Bavarian Creme Flavor Oil,"We make up a coffee creamer with 1/4 part commercial coffee creamer, vanilla, butter creme, almond and Bavarian Creme flavors and the rest milk.  It tastes wonderful and is half the price of store-bought!<br /><br />It is excellent!",positive,38,make coffee creamer part commercial coffee creamer vanilla butter creme almond bavarian creme flavors rest milk tastes wonderful half price storeboughtit excellent,positive
5,The oldest soft drink is still the best!,"I'm from Detroit, and I was raised on Vernor's ginger ale.  Once I moved to California, though, I found it difficult to find Vernor's.  It would pop up here and there, and then disappear.  I guess without advertising, it just never found a home.<br /><br />I prefer the plastic bottles, but the ideal size is the 16.9 oz (500 ml) or the one liter.  The problem with the two liter size is that it takes one person (me) too long to drink it, letting it go flat.<br /><br />In any case, Vernor's is unique in that it is aged in oak for three years, I think.  That imparts a great, unique flavor.<br /><br />I wish it would catch on again, and become available more widely.<br /><br />(Recently I did see it on sale in Redwood City in California's Bay Area, south of San Francisco.  The next day, it was gone!",positive,150,im detroit raised vernors ginger ale moved california though found difficult find vernors would pop disappear guess without advertising never found homei prefer plastic bottles ideal size oz ml one liter problem two liter size takes one person long drink letting go flatin case vernors unique aged oak three years think imparts great unique flavori wish would catch become available widelyrecently see sale redwood city californias bay area south san francisco next day gone,positive
5,Made in Michigan since 1866,"I like ""Vernor's"", and drink it all the time. It is old fashioned drink from Michigan, since 1866, and the labeling was known for its lovely green and gold colors and the gnome character. If you look at the can it is actually called ginger soda instead of ale and is different than typical ginger ale in taste. Vernors has a strong vanilla presence, is smoother and more moist, and sweeter than a ginger ale. It is closer to a cream soda than ginger ale, very good. A ginger ale is more dry, higher in carbonation, and has a spicier bite to it. Vernors has 39 grams sugar per can, versus 33 grams per can for Schweppes Ginger Ale. Neither has caffeine.<br /><br />The recipe has changed a bit over the years mostly in the choice of sweeteners. They use the same high fructose corn syrup that the cost-cutting mega soda companies use, rather than the cane sugar they used to use. The down side to that is that the corn syrup syrup drowns out some of the flavors. Many microbrews are using cane sugar again, although it costs more, to get a better taste. Vernor's is still aged in oak barrels for 3 years, no doubt accounting for the smoothness. All in all a great soda for anytime. The soda is also known, like other ginger drinks, for its use as a home remedy for an upset stomach.<br />Vernor's is a regional soda, and there are many areas of the country you can't find it in. That is why it sells here. They may be selling it in glass bottles again soon, at least there is a page that says so the day I am writing this comment. Search at Amazon for ASIN: B001JK2SEG to see what I mean. Vernors has quite a history, and there are two books at Amazon about the soda. The first is Vernor's Ginger Ale (Images of America: Michigan) ISBN-10: 0738551856. The second book is ""The Vernor's Story: From Gnomes to Now"" ISBN-10: 0472066978 a book about the company's marketing green and gold packaging with the famous gnome, and Vernor's fans.",positive,357,like vernors drink time old fashioned drink michigan since labeling known lovely green gold colors gnome character look actually called ginger soda instead ale different typical ginger ale taste vernors strong vanilla presence smoother moist sweeter ginger ale closer cream soda ginger ale good ginger ale dry higher carbonation spicier bite vernors grams sugar per versus grams per schweppes ginger ale neither caffeinethe recipe changed bit years mostly choice sweeteners use high fructose corn syrup costcutting mega soda companies use rather cane sugar used use side corn syrup syrup drowns flavors many microbrews using cane sugar although costs get better taste vernors still aged oak barrels years doubt accounting smoothness great soda anytime soda also known like ginger drinks use home remedy upset stomachvernors regional soda many areas country cant find sells may selling glass bottles soon least page says day writing comment search amazon asin bjkseg see mean vernors quite history two books amazon soda first vernors ginger ale images america michigan isbn second book vernors story gnomes isbn book companys marketing green gold packaging famous gnome vernors fans,positive
5,"Caramel flavor, excellent for baking and toppings (tips for using agave, too)","If you want to find a good flavor substitute for maple syrup, barley malt, or brown rice syrup, this will do nicely. I use Madhava's agave nectar in my baked goods all the time, and am always pleased with the results. At the time I'm writing this, Amazon was out of stock as a vendor. However, when it was in stock, it was priced well for the 2-pack.<br /><br />Other than baking, I've used it to top waffles, pancakes, and in small doses (1/2 teaspoon) added it to oatmeal. A little goes a long way.<br /><br />Using agave nectar: Use 1/3 to 1/2 less agave nectar than you would another sweetener (depending on your taste and the recipe. Recipes with dried fruit need much less), cut the heat in the oven by 25 degrees F; if there is oil in the recipe, cut it by 1/3 (alternately, use a tablespoon or two of sifted coconut flour to absorb more of the liquid -- just don't use too much or your recipe will be dry). Additionally, when baking, make sure to mix it with the wet ingredients prior to adding it to the dry. Most bakers might already know this, but remember to read recipes first because sugar is typically added with dry ingredients (unless beaten with butter first).<br /><br />Agave nectar does not crystalize like other sugars do, so you won't be able to substitute it for corn syrup in making hard candy. However, I highly recommend it for baking. It makes everything moister.<br /><br />If you are looking for less caramel flavor, you'll need to use the light version of this product (equally good in all applications).",positive,278,want find good flavor substitute maple syrup barley malt brown rice syrup nicely use madhavas agave nectar baked goods time always pleased results time im writing amazon stock vendor however stock priced well packother baking ive used top waffles pancakes small doses teaspoon added oatmeal little goes long wayusing agave nectar use less agave nectar would another sweetener depending taste recipe recipes dried fruit need much less cut heat oven degrees f oil recipe cut alternately use tablespoon two sifted coconut flour absorb liquid dont use much recipe dry additionally baking make sure mix wet ingredients prior adding dry bakers might already know remember read recipes first sugar typically added dry ingredients unless beaten butter firstagave nectar crystalize like sugars wont able substitute corn syrup making hard candy however highly recommend baking makes everything moisterif looking less caramel flavor youll need use light version product equally good applications,positive
4,These weigh 46 oz. NOT 46 fluid ounces,"Good quality nectar.  Very tasty.<br /><br />However, I was expecting 46 fluid ounces, not 46 ounces in weight.<br /><br />I find that 46 ounces in weight makes about 32 fluid ounces.",positive,31,good quality nectar tastyhowever expecting fluid ounces ounces weighti find ounces weight makes fluid ounces,positive
5,Great buy!,First time I've ever used Agave Nectar -- and it is great.  Keeps the blood sugar stable.  Great buy also!,positive,20,first time ive ever used agave nectar great keeps blood sugar stable great buy also,positive
5,excellent sweetner,"This sweetner is the best, it brings out the true flavors in what ever you add it to. And it has great health benefts.",positive,24,sweetner best brings true flavors ever add great health benefts,positive
5,Agave syrup,I love this stuff.  It sweetens without affecting the blood glucose levels.  Now if I could only figure out how to make tequila I would be set.  Just kidding.,positive,29,love stuff sweetens without affecting blood glucose levels could figure make tequila would set kidding,positive
5,Sugar Substitute,"I finally have found a natural sugar substitute that has the added benefit of having a low glycemic index. Agave is delicious! I have recommended it to many friends, and it is very economical to purchase the 46oz bottles.",positive,39,finally found natural sugar substitute added benefit low glycemic index agave delicious recommended many friends economical purchase oz bottles,positive
4,"Good, but container could be better","I used to buy the Wholesome Sweetners agave and like it a little better, but switched because it became too expensive. So this is the cheeper option. The taste is the same, but it seems a little less sweet because I find I have to use more of it to get the right sweetness in my coffee. I don't like the container. It doesn't pour well, so I have to pour it into a better squeeze bottle, so that I don't have a sticky mess on my counter every day. It's fine for the price. I continue to have it shipped to me every other month.",positive,106,used buy wholesome sweetners agave like little better switched became expensive cheeper option taste seems little less sweet find use get right sweetness coffee dont like container doesnt pour well pour better squeeze bottle dont sticky mess counter every day fine price continue shipped every month,positive
5,Great stuff!,"I love using this to sweeten tea, coffee, etc. It tastes much better than other low glycemic sweeteners - there is no bitter aftertaste.",positive,24,love using sweeten tea coffee etc tastes much better low glycemic sweeteners bitter aftertaste,positive
5,Healthy Sweetener,"I ordered this product two times now and have been very happy with both the delivery and the product.  It works great for cooking, baking and as a substitute sugar in my Chai lattes.",positive,34,ordered product two times happy delivery product works great cooking baking substitute sugar chai lattes,positive
5,Great way replacing the sugar,"I really like this product and taste great with the coffee or tea, and I have lost weight by cutting the sugar and replacing it with the honey and Agave nectar.",positive,31,really like product taste great coffee tea lost weight cutting sugar replacing honey agave nectar,positive
4,Great substitute sweetener,"We have been using 17-Day Diet guided by Low-Glycemic eating for about 6-7 months, with fair success. This amber agave nectar has become our primary sweetener because of the low glycemic effect on blood sugar. The taste is mellow,and the sweetening power is higher than sugar [so you use less], but without the ""twang"" of honey. the one thing I have not tried it on (still using sugar) is making kombucha - I still use sugar, as I'm not sure it would be a good idea to introduce a raw element into kombucha. But actually, that may just be my own over-caution and nothing related to actual chemistry or circumstance.<br /><br />Our primary uses are sweetening yogurt, using it in the little baking I do, and use in salad dressings, fruit desserts, etc. Because we are limiting our sweets consumption,we don't use a lot of this, but it's nice to have when we need it. I plan to try using it in some homemade jams later this season. I buy it on subscription, and the cost is about 33% less than the local WalMart and more than 50% less than the health food store on this same brand. ""Best by"" date on the bottles I received in May is 2015.",positive,210,using day diet guided lowglycemic eating months fair success amber agave nectar become primary sweetener low glycemic effect blood sugar taste mellowand sweetening power higher sugar use less without twang honey one thing tried still using sugar making kombucha still use sugar im sure would good idea introduce raw element kombucha actually may overcaution nothing related actual chemistry circumstanceour primary uses sweetening yogurt using little baking use salad dressings fruit desserts etc limiting sweets consumptionwe dont use lot nice need plan try using homemade jams later season buy subscription cost less local walmart less health food store brand best date bottles received may,positive
5,My Go to sweetner,"I am so glad I was introduced the this brand of sweetner to replace sugar, this is so much better. I really like how it sweetens my herbal sweet teas without having to use too much, and how it can be used in place of pancake syrup too. Learning how to use it what the first thing I had to learn, once I learned how to use it, I became hooked. I would not even look at sugar any more. I highly reccomend if you want a clean fresh taste and feel to your foods.If you do purchase this sweetner, take advantage of ship and save, it will save you lots of money in the long run.",positive,117,glad introduced brand sweetner replace sugar much better really like sweetens herbal sweet teas without use much used place pancake syrup learning use first thing learn learned use became hooked would even look sugar highly reccomend want clean fresh taste feel foodsif purchase sweetner take advantage ship save save lots money long run,positive
5,The Best,"I love this product! It is the best natural sweetener I have ever tried, and I have tried many. You can use also as pancake syrup or as a substitute for honey on your peanut butter and honey sandwich. It last a long time, and is a good value.",positive,49,love product best natural sweetener ever tried tried many use also pancake syrup substitute honey peanut butter honey sandwich last long time good value,positive
5,YUMMY,"I have been using Agave Nectar for several months now and have found it to be a staple in my home. Madhava Agave Nectar is good tasting, it was a good buy!",positive,32,using agave nectar several months found staple home madhava agave nectar good tasting good buy,positive
5,Healthy Stuff,"This stuff is great because it's low glycemic. Substitute this to sugar and you'll be doing your body a great favor.  This size is economical and shipping is fast, too.  I got mine very soon.",positive,35,stuff great low glycemic substitute sugar youll body great favor size economical shipping fast got mine soon,positive
5,Agave Nectar,"Save a little money buying in larger quantities, as opposed to the smaller bottles. I like the taste of Agave, cross between honey/maple. Good for pies, cereal, frozen yogurt, etc.",positive,30,save little money buying larger quantities opposed smaller bottles like taste agave cross honeymaple good pies cereal frozen yogurt etc,positive
5,Sweet success,"This is an awesome product which I've ordered many times.  Honey-like flavored, lower glycemic sweetener that's great in coffee or tea.",positive,21,awesome product ive ordered many times honeylike flavored lower glycemic sweetener thats great coffee tea,positive
5,great product,thank you for this product - we use it all the time and appreciate your promptness and the price was excellent.  Thanks again.,positive,23,thank product use time appreciate promptness price excellent thanks,positive
5,Best price on agave nectar that I've found,"I am on a low glycemic index diet to help control my blood sugar and hormone levels. My nutritionist recommended agave nectar as a sweetener since it's GI index is in the low 30's as opposed to honey in the low 50's and sugar in the mid-50's. I've tried supermarkets, health food stores and wholesale clubs. The prices are usually around $13 for a 32oz bottle and this is $19ish for 2x46oz. It's used like honey - substitute 2/3c for every 1c sugar and reduce liquids by 1/4th.<br /><br />I also use it in a carrot cake recipe (equal substitution) instead of sugar where I substitute whole wheat flour instead of white flour and I don't decrease the other liquids. It's delicious and you'd never know that's it's actually good for you.",positive,132,low glycemic index diet help control blood sugar hormone levels nutritionist recommended agave nectar sweetener since gi index low opposed honey low sugar mids ive tried supermarkets health food stores wholesale clubs prices usually around oz bottle ish xoz used like honey substitute c every c sugar reduce liquids thi also use carrot cake recipe equal substitution instead sugar substitute whole wheat flour instead white flour dont decrease liquids delicious youd never know thats actually good,positive
1,How this could be good?,I am very disappointed with this product because I could not see how many calories it has at the time I ordered it. I received it and now I can see it has 60 calories per tablespoon. Granulated sugar has only 45 calories per tablespoon. How could Agave Nectar be better than sugar?,negative,53,disappointed product could see many calories time ordered received see calories per tablespoon granulated sugar calories per tablespoon could agave nectar better sugar,negative
5,Best tea I ever had,"I was out to dinner with friends & family at ""The Saloon"" in ""Rte 46 Entertainment Complex"" in Sanford FL. Besides having an awesome staff (ask for Keith) and fabulous food (the escargot is a MUST) they serve China Mist tea. This is the 1st time I chose the Tropical Organic Green -- I have no doubt it is the best flavored tea I have ever had.",positive,67,dinner friends family saloon rte entertainment complex sanford fl besides awesome staff ask keith fabulous food escargot must serve china mist tea st time chose tropical organic green doubt best flavored tea ever,positive
5,That's a spicy!,"If you've tried the conventional Kettle crinkle chip verson Salt and Peper, you CAN'T compare these to those!  These are easily some of the most spicy chips you will ever eat, but oompletely enjoyable.  You finish the bag and the indside is just coated with spices.  Great stuff.",positive,48,youve tried conventional kettle crinkle chip verson salt peper cant compare easily spicy chips ever eat oompletely enjoyable finish bag indside coated spices great stuff,positive
5,Who needs salsa when chips taste this good?,"These are the best tasting tortilla chips I have ever had!  I have become allergic to tomatoes, but I love tortilla chips.  There is so much flavor in these chips that I no longer miss pico de gallo. I prefer to eat them plain. They also have just the right amount of heat to make them flovorful, but not overpoweringly spicy.",positive,61,best tasting tortilla chips ever become allergic tomatoes love tortilla chips much flavor chips longer miss pico de gallo prefer eat plain also right amount heat make flovorful overpoweringly spicy,positive
5,Delicious!,"These potato chips are DELICIOUS!  I have not had potato chips in approximately two years as it has been difficult to find organic chips.  Amazon lowered the price on these, and I finally had a chance to order them.  I most definitely will be ordering them again!  My family and I love them.  They are pure and void of all artificial flavorings.  The true flavor is present, and it satisifies the need for something salty, sweet, spicy, and crunchy.  A++++",positive,80,potato chips delicious potato chips approximately two years difficult find organic chips amazon lowered price finally chance order definitely ordering family love pure void artificial flavorings true flavor present satisifies need something salty sweet spicy crunchy,positive
4,Organic yummy chips what more can you ask for,These chips are a great snack if you don't want all the junk assiciated with chips.  Try them you'll like them.,positive,21,chips great snack dont want junk assiciated chips try youll like,positive
4,Very different flavor,"I love these chips. The flavor is not plain. They are sweet and spicy all at the same time.  The only drawback is it has a tad bit too much salt. But, it still a great flavor!",positive,37,love chips flavor plain sweet spicy time drawback tad bit much salt still great flavor,positive
5,These are the best widely available bbq chips!,"thesedon't like hot food they might be a bit much for you. They have a great balance of sweetness and spice. Of course, Kettle Chips are just good chips - they use good oil to make them and even the plain ones are tasty. I also like that they are ridged chips - those are usually too crunchy and hard to chew for me - I don't want to have to work that hard for my deliciousness. If you like spicy barbecue you will definitely like these chips.",positive,88,thesedont like hot food might bit much great balance sweetness spice course kettle chips good chips use good oil make even plain ones tasty also like ridged chips usually crunchy hard chew dont want work hard deliciousness like spicy barbecue definitely like chips,positive
5,My favorite chips from Kettle!!,Just the right amount of spice to make them hot and they are also sweet! Very hard to find in New Jersey. Can not have just one bag around!!,positive,29,right amount spice make hot also sweet hard find new jersey one bag around,positive
5,"Amazing Taste, Best Chip Ever!",I can't believe how wonderful this chip is! The slightly spicy after taste gives the chip extra punch and flavor. My family and I are offically addicted.,positive,27,cant believe wonderful chip slightly spicy taste gives chip extra punch flavor family offically addicted,negative
4,tasty,"These chips are perfect for snacking with or without salsa. The texture is brittle and thin, like other Plocky's chips.<br /><br />The only downside: the spice is minimal.",positive,28,chips perfect snacking without salsa texture brittle thin like plockys chipsthe downside spice minimal,positive
4,Plocky's Sweet Smokey Chipotle Whole Grain Tortill...,I think Plocky's brand as a whole is a cut above in quality but I found these to lack in taste somewhat and be a little greasy.,positive,27,think plockys brand whole cut quality found lack taste somewhat little greasy,negative
5,Yummy chips,"These are the best chips I have ever eaten. Everyone in our family loves them. Sweet but spicy- crispy....really good. Delivery was perfect, no crushed chips. Fantastic overall.",positive,28,best chips ever eaten everyone family loves sweet spicy crispyreally good delivery perfect crushed chips fantastic overall,positive
5,Tasty!,A nice case of chips that are quite tasty. I definitely enjoy the Kettle Sea Salt and Black Pepper. I just wish they were bigger bags :),positive,27,nice case chips quite tasty definitely enjoy kettle sea salt black pepper wish bigger bags,positive
